acno,sex,brth_dt,age,exec_dt,exec_amt,cur_bal,ovrd_dvcd,,CB,SP,R,PI,NPML,PIML,,연체금액
0037202001040424,M,19710614, 51 ,20201028," 50,000,000 "," 4,773,548 ",0,,1,1,2,1,4,5,,0
0037201901099755,F,19580508, 64 ,20190917," 50,000,000 "," 6,278,178 ",0,,1,4,2,3,4,3,,0
0037201901472186,M,19740102, 48 ,20210125," 10,000,000 "," 2,468,271 ",0,,2,1,3,5,3,3,,0
0037201901132961,F,19690425, 53 ,20210501," 5,000,000 "," 10,812,266 ",0,,2,1,5,4,5,1,,0
0037202001133113,M,19790105, 43 ,20190602," 3,000,000 "," 15,128,402 ",0,,2,2,1,4,5,5,,0
0037201901125850,M,19830916, 39 ,20200418," 25,000,000 "," 20,742,694 ",0,,2,1,2,5,3,4,,0
0037202001049585,M,19610923, 61 ,20200619," 20,000,000 "," 24,780,662 ",0,,5,2,1,3,4,2,,0
0037201901197260,F,19941111, 28 ,20210726," 40,000,000 "," 29,104,267 ",0,,3,3,2,4,3,4,,0
0037201901113498,F,19940427, 28 ,20190725," 40,000,000 "," 6,410,660 ",0,,5,1,4,2,2,3,,0
0037202001112895,M,19791128, 43 ,20201106," 50,000,000 "," 26,155,215 ",0,,5,1,4,1,3,2,,0
0037201901240153,F,19810811, 41 ,20191129," 30,000,000 "," 18,287,683 ",0,,2,2,5,2,3,1,,0
0037202001213603,M,19711003, 51 ,20200506," 25,000,000 "," 8,062,493 ",0,,2,3,3,3,2,1,,0
0037201901345085,F,19861024, 36 ,20200719," 5,000,000 "," 1,875,578 ",0,,1,1,2,3,4,4,,0
0037202001128008,M,19911103, 31 ,20210701," 40,000,000 "," 4,516,201 ",0,,2,4,3,2,4,5,,0
0037201901438626,M,19920520, 30 ,20200402," 45,000,000 "," 5,446,325 ",0,,5,2,5,4,5,3,,0
0037201901105153,M,19811019, 41 ,20210701," 40,000,000 "," 17,855,964 ",0,,2,2,4,1,2,1,,0
0037201901100551,F,19681114, 54 ,20211114," 40,000,000 "," 8,170,209 ",0,,3,3,4,5,4,4,,0
0037201901114838,M,19690328, 53 ,20210824," 5,000,000 "," 8,716,925 ",0,,2,5,1,2,5,5,,0
0037201901131929,F,19690110, 53 ,20190714," 5,000,000 "," 29,384,183 ",0,,5,3,2,4,1,5,,0
0037202001072209,F,19840206, 38 ,20201009," 5,000,000 "," 22,654,428 ",0,,2,2,5,2,3,3,,0
0037202001235824,M,19621229, 60 ,20191205," 40,000,000 "," 24,418,858 ",0,,2,3,5,5,5,3,,0
0037202001095995,M,19880115, 34 ,20201019," 30,000,000 "," 22,557,156 ",0,,5,2,5,3,5,3,,0
0037201901393819,M,19980809, 24 ,20200304," 5,000,000 "," 12,187,066 ",0,,2,5,2,4,3,3,,0
0037201901435923,M,19890527, 33 ,20190722," 40,000,000 "," 6,415,469 ",1,,7,10,9,8,9,7,,6415469
0037201901247981,M,19881229, 34 ,20201214," 45,000,000 "," 17,658,917 ",0,,3,2,2,4,5,2,,0
0037201901092345,M,19710307, 51 ,20210119," 10,000,000 "," 26,186,609 ",0,,4,2,2,3,5,2,,0
0037201901101836,F,19710817, 51 ,20200904," 40,000,000 "," 13,810,722 ",0,,3,4,5,3,3,4,,0
0037201901195407,F,19661007, 56 ,20190602," 25,000,000 "," 23,418,127 ",0,,1,1,3,4,4,5,,0
0037202001138427,M,19690703, 53 ,20200424," 20,000,000 "," 8,911,561 ",0,,5,5,5,5,1,5,,0
0037202001184220,F,19930309, 29 ,20200319," 25,000,000 "," 28,715,834 ",0,,3,3,1,1,5,5,,0
0037201901131127,F,19680415, 54 ,20190514," 45,000,000 "," 28,899,981 ",0,,4,3,1,4,5,2,,0
0037201901192272,F,19710615, 51 ,20211111," 40,000,000 "," 29,911,637 ",0,,2,3,4,5,1,4,,0
0037201901301701,F,19850402, 37 ,20200913," 3,000,000 "," 12,591,964 ",0,,5,1,4,3,2,2,,0
0037202001254709,M,19760925, 46 ,20191115," 30,000,000 "," 29,428,013 ",1,,10,9,10,8,7,6,,29428013
0037201901113272,M,19671004, 55 ,20210401," 3,000,000 "," 7,460,414 ",0,,3,3,2,3,4,3,,0
0037201901095616,F,19740410, 48 ,20190928," 5,000,000 "," 25,784,638 ",0,,4,4,4,4,1,2,,0
0037202001134590,F,19830427, 39 ,20191031," 30,000,000 "," 15,051,321 ",0,,4,5,5,3,5,1,,0
0037201901330590,M,19830526, 39 ,20211005," 40,000,000 "," 24,489,523 ",0,,5,1,3,5,5,5,,0
0037201901091381,F,19720313, 50 ,20200927," 40,000,000 "," 5,290,530 ",0,,1,1,4,4,4,2,,0
0037201901095962,F,19800806, 42 ,20210517," 40,000,000 "," 21,962,881 ",0,,3,2,5,3,5,2,,0
0037201901129282,M,19930405, 29 ,20190724," 3,000,000 "," 28,555,306 ",0,,3,3,3,2,2,4,,0
0037202001292775,M,19790810, 43 ,20201221," 45,000,000 "," 7,570,329 ",0,,1,3,1,3,5,4,,0
0037201901133189,F,19671109, 55 ,20210701," 25,000,000 "," 7,064,202 ",1,,6,8,9,7,7,7,,7064202
0037202001198594,F,19761126, 46 ,20210503," 50,000,000 "," 27,760,264 ",0,,1,5,3,1,2,5,,0
0037202001160789,M,19940726, 28 ,20190301," 30,000,000 "," 15,017,000 ",0,,5,1,4,3,5,2,,0
0037202001210864,M,19590330, 63 ,20200509," 3,000,000 "," 8,579,166 ",0,,1,1,2,4,4,4,,0
0037202001317024,M,19830520, 39 ,20210519," 30,000,000 "," 4,854,139 ",0,,1,1,2,4,4,3,,0
0037201901425866,M,19691211, 53 ,20200627," 1,500,000 "," 29,499,003 ",0,,3,5,4,4,1,1,,0
0037201901093322,M,19790521, 43 ,20190827," 3,000,000 "," 7,577,854 ",0,,3,5,4,5,2,5,,0
0037201901136975,F,19760428, 46 ,20211031," 3,000,000 "," 21,446,710 ",0,,1,2,2,4,3,5,,0
0037201901096997,F,19810803, 41 ,20190302," 25,000,000 "," 24,706,366 ",0,,4,4,1,2,5,2,,0
0037202001096148,F,19600204, 62 ,20190214," 30,000,000 "," 20,101,705 ",0,,5,3,1,4,3,1,,0
0037202001047826,F,19920112, 30 ,20210404," 5,000,000 "," 9,542,715 ",0,,5,4,3,1,4,3,,0
0037201901113341,M,19850818, 37 ,20210618," 20,000,000 "," 1,258,909 ",1,,6,9,8,9,6,6,,1258909
0037201901269530,M,19900609, 32 ,20210218," 30,000,000 "," 2,134,119 ",0,,2,4,4,4,2,1,,0
0037201901289382,F,19831017, 39 ,20200522," 10,000,000 "," 13,560,131 ",0,,3,3,5,1,5,5,,0
0037202001119649,M,19811201, 41 ,20211019," 30,000,000 "," 3,356,625 ",0,,5,4,5,1,1,5,,0
0037201901132846,M,19790306, 43 ,20201014," 1,500,000 "," 28,679,221 ",0,,2,1,1,3,4,3,,0
0037201901158696,F,19660104, 56 ,20210531," 5,000,000 "," 15,351,496 ",0,,1,4,5,4,3,1,,0
0037201901215715,M,19640729, 58 ,20190503," 50,000,000 "," 4,841,026 ",0,,2,4,2,5,3,1,,0
0037201901259834,M,19610218, 61 ,20200111," 25,000,000 "," 5,799,688 ",0,,5,4,4,2,3,2,,0
0037201901151909,M,19830922, 39 ,20190417," 3,000,000 "," 21,342,977 ",0,,4,1,3,1,1,5,,0
0037201901266315,M,19600324, 62 ,20190927," 45,000,000 "," 11,996,831 ",0,,4,1,1,5,2,3,,0
0037202001119696,M,19720624, 50 ,20200201," 40,000,000 "," 23,992,034 ",0,,1,3,5,5,1,5,,0
0037201901329642,M,19870101, 35 ,20211220," 3,000,000 "," 3,700,271 ",0,,3,3,3,4,4,2,,0
0037202001215525,M,19911024, 31 ,20211108," 30,000,000 "," 7,038,092 ",0,,4,5,5,5,5,5,,0
0037201901090254,F,19810114, 41 ,20191109," 45,000,000 "," 26,417,764 ",1,,8,6,9,7,10,6,,26417764
0037201901273243,F,19891109, 33 ,20210520," 50,000,000 "," 20,634,480 ",0,,5,1,5,2,1,1,,0
0037202001221446,M,19840719, 38 ,20190924," 30,000,000 "," 28,784,175 ",0,,2,2,4,3,1,4,,0
0037201901123431,M,19851230, 37 ,20191108," 5,000,000 "," 28,072,206 ",0,,2,3,5,4,5,5,,0
0037201901107289,F,19650204, 57 ,20191123," 1,500,000 "," 11,100,147 ",0,,1,4,1,3,1,3,,0
0037201901095273,F,19740907, 48 ,20200408," 3,000,000 "," 14,691,571 ",0,,4,1,1,5,1,1,,0
0037201901095530,M,19760626, 46 ,20200801," 30,000,000 "," 2,511,687 ",0,,2,1,3,1,1,4,,0
0037201901479907,M,19950618, 27 ,20210831," 1,500,000 "," 6,288,026 ",0,,3,3,2,3,1,1,,0
0037201901104439,M,19630402, 59 ,20191017," 30,000,000 "," 2,487,759 ",0,,5,4,1,4,5,4,,0
0037201901409259,F,19860905, 36 ,20200511," 3,000,000 "," 5,383,063 ",0,,2,2,5,4,4,3,,0
0037202001058672,F,19941025, 28 ,20210716," 40,000,000 "," 6,391,826 ",0,,5,1,5,1,5,4,,0
0037201901152027,F,19830809, 39 ,20211128," 20,000,000 "," 23,602,972 ",0,,1,4,5,5,5,3,,0
0037201901096909,M,19760425, 46 ,20210802," 3,000,000 "," 10,213,957 ",0,,3,1,1,5,3,4,,0
0037201901353667,F,19910206, 31 ,20210511," 5,000,000 "," 21,455,815 ",1,,6,8,6,10,6,9,,21455815
0037202001138367,M,19660118, 56 ,20210103," 20,000,000 "," 22,249,106 ",0,,1,4,3,5,1,1,,0
0037201901361514,M,19700726, 52 ,20190422," 1,500,000 "," 1,508,798 ",0,,3,5,2,1,2,3,,0
0037201901161945,F,19630930, 59 ,20190107," 3,000,000 "," 5,625,980 ",0,,3,1,5,2,2,4,,0
0037201901098626,F,19650621, 57 ,20191025," 30,000,000 "," 6,934,333 ",0,,2,4,1,4,1,4,,0
0037202001121642,M,19700311, 52 ,20200914," 25,000,000 "," 23,527,920 ",0,,4,2,3,2,3,4,,0
0037201901170860,F,19941117, 28 ,20200616," 50,000,000 "," 6,360,027 ",0,,2,1,1,2,2,1,,0
0037201901309552,M,19790408, 43 ,20200919," 30,000,000 "," 21,149,927 ",0,,2,2,3,3,3,4,,0
0037201901095465,M,19630823, 59 ,20190710," 30,000,000 "," 20,366,819 ",0,,2,1,2,1,4,5,,0
0037202001002088,M,19911116, 31 ,20191115," 40,000,000 "," 29,080,252 ",0,,1,1,3,1,2,3,,0
0037202001037559,M,19961005, 26 ,20211208," 5,000,000 "," 17,723,112 ",0,,5,3,5,5,5,1,,0
0037202001184797,M,19810714, 41 ,20190307," 10,000,000 "," 19,863,787 ",0,,3,4,5,4,3,3,,0
0037202001109173,M,19750517, 47 ,20211022," 10,000,000 "," 3,743,035 ",0,,3,2,2,5,1,3,,0
0037201901113918,M,19800713, 42 ,20201001," 5,000,000 "," 26,278,415 ",0,,2,1,5,4,4,3,,0
0037201901340146,F,19700725, 52 ,20201227," 25,000,000 "," 21,901,761 ",0,,3,3,1,5,2,4,,0
0037201901357533,F,19731030, 49 ,20201213," 30,000,000 "," 7,520,536 ",0,,2,3,3,4,3,4,,0
0037201901119687,F,19830901, 39 ,20211007," 45,000,000 "," 8,705,882 ",0,,5,4,1,5,2,3,,0
0037201901148523,M,19881020, 34 ,20210304," 3,000,000 "," 12,959,987 ",0,,3,5,1,1,1,1,,0
0037202001094559,F,19860626, 36 ,20200714," 3,000,000 "," 2,072,177 ",0,,3,2,3,3,1,4,,0
0037201901090734,F,19870601, 35 ,20200703," 30,000,000 "," 18,086,637 ",0,,5,1,2,4,1,4,,0
0037201901212293,F,19820722, 40 ,20210117," 1,500,000 "," 17,238,681 ",0,,2,1,1,4,2,3,,0
0037201901174701,M,19780616, 44 ,20200811," 50,000,000 "," 16,448,739 ",0,,4,2,4,2,3,3,,0
0037201901233765,M,19910618, 31 ,20190801," 5,000,000 "," 23,879,600 ",1,,9,9,7,9,7,7,,23879600
0037202001179370,M,19670408, 55 ,20190215," 45,000,000 "," 2,497,846 ",0,,1,5,4,2,1,1,,0
0037202001278883,F,19751209, 47 ,20200403," 50,000,000 "," 29,609,434 ",0,,2,1,3,2,5,3,,0
0037201901107447,M,19621004, 60 ,20200208," 25,000,000 "," 10,324,017 ",0,,3,5,3,1,4,2,,0
0037202001234544,M,19740711, 48 ,20190628," 20,000,000 "," 4,333,821 ",0,,5,1,5,2,4,3,,0
0037201901338152,M,19771209, 45 ,20190912," 10,000,000 "," 13,091,719 ",0,,2,1,4,4,5,3,,0
0037202001215696,M,19680824, 54 ,20211110," 30,000,000 "," 22,942,491 ",0,,4,1,2,1,5,5,,0
0037201901321178,M,19770407, 45 ,20191127," 45,000,000 "," 15,750,436 ",0,,1,2,5,3,5,3,,0
0037201901092247,F,19630120, 59 ,20201019," 40,000,000 "," 1,029,395 ",0,,2,1,2,1,5,4,,0
0037201901413803,M,19880630, 34 ,20190714," 20,000,000 "," 1,858,850 ",0,,3,3,2,5,4,3,,0
0037201901173700,M,19790529, 43 ,20200628," 5,000,000 "," 9,149,399 ",1,,7,8,9,7,8,6,,9149399
0037201901359346,M,19700706, 52 ,20210324," 50,000,000 "," 27,217,546 ",0,,5,2,5,3,5,1,,0
0037202001052296,M,19591201, 63 ,20191004," 45,000,000 "," 6,499,986 ",1,,7,6,10,6,8,7,,6499986
0037201901432472,F,19741124, 48 ,20211107," 20,000,000 "," 19,017,804 ",0,,1,4,1,5,2,2,,0
0037201901124733,M,19811213, 41 ,20191206," 3,000,000 "," 11,253,511 ",0,,5,4,4,2,2,4,,0
0037201901093730,M,19750130, 47 ,20211108," 45,000,000 "," 29,338,597 ",0,,4,1,4,2,1,2,,0
0037201901460655,M,19731214, 49 ,20201216," 45,000,000 "," 5,648,783 ",0,,5,5,3,2,2,3,,0
0037201901198991,M,19700623, 52 ,20201201," 1,500,000 "," 8,369,665 ",0,,1,3,3,4,1,2,,0
0037201901185787,M,19660120, 56 ,20191123," 40,000,000 "," 2,012,243 ",0,,2,3,3,5,4,5,,0
0037201901092382,F,19940820, 28 ,20200410," 10,000,000 "," 15,248,373 ",0,,5,4,4,5,5,5,,0
0037201901108866,F,19721003, 50 ,20210215," 3,000,000 "," 11,563,526 ",0,,3,4,4,2,5,3,,0
0037201901121792,M,19580321, 64 ,20210125," 1,500,000 "," 7,049,375 ",0,,5,4,5,4,2,4,,0
0037201901165439,M,19601227, 62 ,20200423," 10,000,000 "," 14,853,456 ",0,,1,5,3,5,5,1,,0
0037202001125519,F,19710521, 51 ,20210512," 50,000,000 "," 12,488,715 ",0,,4,5,3,3,1,1,,0
0037201901472132,F,19610621, 61 ,20211120," 20,000,000 "," 11,005,793 ",0,,3,1,4,2,5,2,,0
0037201901091702,F,19710210, 51 ,20191129," 5,000,000 "," 12,093,154 ",0,,2,2,1,5,2,5,,0
0037201901092664,F,19900909, 32 ,20210513," 30,000,000 "," 17,339,685 ",0,,4,5,2,1,5,2,,0
0037201901284754,F,19620505, 60 ,20210602," 50,000,000 "," 1,062,334 ",0,,3,5,5,4,1,5,,0
0037201901094877,M,19740709, 48 ,20191107," 30,000,000 "," 18,536,476 ",0,,4,5,3,1,1,2,,0
0037202001311492,F,19861116, 36 ,20211209," 5,000,000 "," 27,563,477 ",0,,1,1,5,1,3,4,,0
0037202001112395,M,19880521, 34 ,20191023," 25,000,000 "," 10,311,822 ",0,,5,4,3,4,1,3,,0
0037201901115040,M,19730509, 49 ,20190118," 1,500,000 "," 24,796,884 ",0,,2,5,4,2,5,4,,0
0037201901129283,M,19930405, 29 ,20211121," 25,000,000 "," 19,396,794 ",0,,4,2,5,4,3,4,,0
0037201901101425,M,19900228, 32 ,20190918," 45,000,000 "," 4,784,742 ",0,,1,1,5,1,1,1,,0
0037202001019646,M,19661208, 56 ,20201028," 5,000,000 "," 27,732,526 ",0,,5,2,4,2,2,2,,0
0037201901328526,F,19900217, 32 ,20200630," 45,000,000 "," 29,727,790 ",0,,5,4,1,1,3,2,,0
0037201901105673,M,19771222, 45 ,20190106," 20,000,000 "," 5,614,164 ",0,,1,4,4,5,3,4,,0
0037202001175659,M,19660521, 56 ,20210325," 3,000,000 "," 16,831,136 ",0,,5,2,3,1,5,4,,0
0037201901098600,M,19710926, 51 ,20190505," 45,000,000 "," 14,566,510 ",1,,9,9,6,6,8,9,,14566510
0037201901328765,F,19930404, 29 ,20190705," 10,000,000 "," 9,636,824 ",0,,4,3,5,1,3,2,,0
0037202001072824,M,19640722, 58 ,20191018," 10,000,000 "," 22,637,447 ",0,,3,1,3,4,4,3,,0
0037202001119539,M,19810702, 41 ,20200410," 25,000,000 "," 12,972,705 ",0,,1,5,4,2,2,2,,0
0037201901140713,M,19790205, 43 ,20190812," 45,000,000 "," 3,078,015 ",0,,4,4,1,3,1,1,,0
0037201901254529,M,19651216, 57 ,20200327," 20,000,000 "," 19,145,789 ",0,,2,4,2,5,3,3,,0
0037202001109110,M,19771001, 45 ,20200323," 45,000,000 "," 5,750,134 ",0,,4,2,3,3,5,2,,0
0037201901253814,M,19761116, 46 ,20190817," 3,000,000 "," 18,436,487 ",0,,2,4,5,2,4,4,,0
0037201901243781,F,19670322, 55 ,20190311," 3,000,000 "," 5,731,641 ",0,,1,2,4,1,1,4,,0
0037202001061686,F,19591119, 63 ,20210129," 10,000,000 "," 4,681,605 ",0,,2,1,3,5,2,5,,0
0037202001056672,M,19880118, 34 ,20210330," 30,000,000 "," 8,239,368 ",0,,3,2,5,4,3,2,,0
0037201901120761,F,19960730, 26 ,20210118," 20,000,000 "," 25,505,215 ",0,,1,2,5,5,2,2,,0
0037201901095243,M,19880607, 34 ,20200116," 20,000,000 "," 11,244,632 ",0,,2,3,4,4,5,1,,0
0037201901295973,M,19630424, 59 ,20190701," 1,500,000 "," 19,272,211 ",0,,1,3,3,2,4,1,,0
0037201901149071,F,19730225, 49 ,20200519," 50,000,000 "," 18,474,742 ",0,,1,2,2,1,1,5,,0
0037201901301315,M,19871121, 35 ,20201221," 40,000,000 "," 21,774,755 ",0,,1,2,2,1,5,1,,0
0037201901223291,M,19790924, 43 ,20211019," 1,500,000 "," 28,518,515 ",0,,5,2,2,5,1,4,,0
0037201901147323,M,19890824, 33 ,20200712," 20,000,000 "," 25,700,674 ",0,,3,2,5,5,4,2,,0
0037201901400753,F,19670315, 55 ,20210401," 30,000,000 "," 21,978,012 ",0,,3,5,3,4,1,3,,0
0037201901108706,M,19710630, 51 ,20210818," 10,000,000 "," 19,819,458 ",1,,6,9,6,8,8,6,,19819458
0037201901317373,M,19850215, 37 ,20190607," 3,000,000 "," 2,504,942 ",0,,5,1,1,1,5,1,,0
0037201901223754,M,19810212, 41 ,20190511," 1,500,000 "," 19,125,661 ",0,,5,4,3,5,2,2,,0
0037202001055807,M,19910610, 31 ,20210902," 5,000,000 "," 28,816,246 ",1,,9,7,6,7,8,7,,28816246
0037202001093242,F,19941206, 28 ,20210602," 40,000,000 "," 23,796,711 ",0,,2,2,4,2,2,2,,0
0037202001127354,M,19751204, 47 ,20210618," 25,000,000 "," 1,251,515 ",0,,5,2,3,1,2,2,,0
0037201901139358,F,19721201, 50 ,20210927," 1,500,000 "," 4,190,984 ",0,,1,2,4,3,4,4,,0
0037201901120990,M,19780311, 44 ,20211003," 40,000,000 "," 29,982,060 ",0,,5,1,1,1,5,2,,0
0037201901438312,M,19851227, 37 ,20210726," 30,000,000 "," 10,788,286 ",0,,1,1,1,2,1,2,,0
0037202001038145,F,19520520, 70 ,20200924," 25,000,000 "," 14,459,268 ",0,,3,1,3,1,4,1,,0
0037202001141498,M,19730520, 49 ,20190315," 45,000,000 "," 23,313,771 ",0,,2,3,4,5,2,3,,0
0037201901267660,M,19690110, 53 ,20211126," 10,000,000 "," 29,754,407 ",0,,1,1,5,1,5,3,,0
0037202001094180,M,19620721, 60 ,20200910," 5,000,000 "," 14,525,356 ",0,,3,1,2,4,2,3,,0
0037201901134587,F,19761022, 46 ,20190924," 20,000,000 "," 1,282,955 ",0,,1,5,1,2,3,5,,0
0037201901095869,M,19561118, 66 ,20190715," 10,000,000 "," 24,181,436 ",0,,5,5,2,2,2,4,,0
0037202001079814,M,19900116, 32 ,20200711," 3,000,000 "," 14,940,034 ",0,,5,1,5,3,2,2,,0
0037201901122845,F,19650405, 57 ,20211201," 40,000,000 "," 29,902,697 ",0,,5,5,1,1,3,1,,0
0037201901097045,M,19900213, 32 ,20201222," 1,500,000 "," 17,196,752 ",0,,3,3,3,3,4,5,,0
0037202001125421,M,19960818, 26 ,20190330," 5,000,000 "," 3,687,545 ",0,,1,5,4,2,1,3,,0
0037202001124749,M,19640529, 58 ,20190505," 45,000,000 "," 21,087,621 ",0,,4,4,4,3,1,2,,0
0037201901278766,M,19740815, 48 ,20190107," 10,000,000 "," 20,716,975 ",0,,2,3,4,3,4,2,,0
0037202001206489,M,19670221, 55 ,20190325," 10,000,000 "," 17,024,957 ",0,,1,1,3,5,1,5,,0
0037202001315985,M,19570114, 65 ,20200704," 3,000,000 "," 15,539,129 ",1,,9,7,8,9,9,7,,15539129
0037201901488492,F,19700203, 52 ,20190322," 3,000,000 "," 25,001,391 ",0,,2,2,4,1,5,3,,0
0037202001150024,M,19830412, 39 ,20210426," 10,000,000 "," 3,721,623 ",0,,2,5,1,4,2,4,,0
0037201901139266,F,19941013, 28 ,20200903," 40,000,000 "," 3,193,213 ",0,,4,5,5,3,2,5,,0
0037201901129803,F,19640220, 58 ,20211023," 30,000,000 "," 14,979,702 ",0,,5,3,2,2,4,1,,0
0037201901121248,M,19621004, 60 ,20211222," 20,000,000 "," 18,554,447 ",0,,2,2,5,3,2,5,,0
0037201901145612,M,19560123, 66 ,20200923," 3,000,000 "," 23,318,559 ",0,,5,1,3,3,4,2,,0
0037201901127596,F,19551013, 67 ,20210913," 3,000,000 "," 7,264,662 ",0,,3,2,4,4,3,3,,0
0037202001121823,M,19760523, 46 ,20191125," 1,500,000 "," 29,016,039 ",0,,4,5,5,4,1,3,,0
0037201901445273,M,19850707, 37 ,20201030," 25,000,000 "," 17,355,889 ",0,,5,1,4,5,4,2,,0
0037202001003522,F,19680920, 54 ,20200829," 45,000,000 "," 15,950,781 ",0,,5,3,2,2,4,4,,0
0037201901127562,M,19620922, 60 ,20190807," 45,000,000 "," 28,963,875 ",0,,1,5,4,1,3,1,,0
0037202001180725,F,19841013, 38 ,20190422," 3,000,000 "," 17,514,640 ",0,,2,1,3,5,3,2,,0
0037201901114713,F,19860418, 36 ,20200326," 1,500,000 "," 10,535,283 ",0,,1,1,5,2,2,2,,0
0037201901446635,F,19900130, 32 ,20200123," 5,000,000 "," 22,368,693 ",0,,1,1,3,1,3,2,,0
0037201901125909,M,19620923, 60 ,20200914," 10,000,000 "," 19,157,194 ",0,,3,2,4,4,2,1,,0
0037201901352072,M,19980729, 24 ,20211127," 10,000,000 "," 24,412,302 ",0,,1,4,5,4,3,1,,0
0037202001275669,M,19800308, 42 ,20210725," 5,000,000 "," 3,732,285 ",0,,4,1,2,5,1,3,,0
0037201901137034,F,19770804, 45 ,20200405," 20,000,000 "," 8,866,616 ",0,,1,3,5,2,1,5,,0
0037201901132622,F,19531123, 69 ,20201104," 3,000,000 "," 6,823,368 ",0,,3,2,1,3,2,2,,0
0037202001278714,F,19850503, 37 ,20200109," 25,000,000 "," 7,898,737 ",0,,3,5,1,2,4,4,,0
0037201901364749,M,19851016, 37 ,20211023," 40,000,000 "," 26,907,165 ",0,,5,3,4,2,3,5,,0
0037201901109907,F,19650204, 57 ,20200302," 40,000,000 "," 1,853,844 ",0,,5,4,1,5,4,1,,0
0037201901099487,M,19551014, 67 ,20190318," 40,000,000 "," 19,734,847 ",0,,4,3,2,1,1,2,,0
0037201901131009,F,19800725, 42 ,20210805," 40,000,000 "," 27,110,758 ",0,,5,5,2,1,3,5,,0
0037202001104336,M,19550517, 67 ,20200612," 1,500,000 "," 28,165,112 ",0,,2,5,5,4,4,1,,0
0037201901320407,F,19900710, 32 ,20200406," 20,000,000 "," 23,911,434 ",0,,4,5,4,2,4,3,,0
0037201901418342,M,19630315, 59 ,20210331," 45,000,000 "," 4,510,072 ",1,,6,10,9,9,8,8,,4510072
0037201901100168,M,19881111, 34 ,20210505," 50,000,000 "," 1,418,627 ",0,,5,5,1,2,4,4,,0
0037202001150460,M,19840716, 38 ,20190327," 40,000,000 "," 20,650,455 ",0,,5,4,2,1,1,1,,0
0037202001131613,M,19780225, 44 ,20210218," 5,000,000 "," 23,861,996 ",0,,4,1,3,3,2,3,,0
0037201901216207,F,19890220, 33 ,20190903," 50,000,000 "," 19,974,185 ",0,,4,1,4,4,2,2,,0
0037201901304701,M,19760831, 46 ,20190802," 10,000,000 "," 22,478,781 ",0,,1,2,3,3,2,4,,0
0037201901237727,M,19780721, 44 ,20190823," 1,500,000 "," 26,450,833 ",0,,2,1,1,5,2,1,,0
0037201901116922,F,19940427, 28 ,20200415," 1,500,000 "," 3,899,729 ",0,,5,4,2,4,5,5,,0
0037201901147187,M,19830302, 39 ,20210226," 20,000,000 "," 7,996,115 ",0,,1,5,4,2,5,3,,0
0037202001272721,F,19610923, 61 ,20190322," 1,500,000 "," 4,901,861 ",0,,1,4,2,1,4,2,,0
0037202001133573,M,19770819, 45 ,20190923," 1,500,000 "," 7,563,988 ",0,,1,4,3,1,2,5,,0
0037201901124427,M,19751220, 47 ,20200923," 45,000,000 "," 23,943,571 ",0,,1,1,4,2,2,5,,0
0037201901145969,F,19800623, 42 ,20200812," 40,000,000 "," 18,649,774 ",0,,2,1,5,2,4,2,,0
0037202001306172,M,19590314, 63 ,20201201," 10,000,000 "," 22,345,857 ",0,,5,5,3,4,1,1,,0
0037201901461109,M,19951222, 27 ,20191205," 30,000,000 "," 8,684,872 ",0,,2,3,1,4,3,1,,0
0037202001142474,F,19850123, 37 ,20200326," 5,000,000 "," 6,383,653 ",0,,5,2,5,4,3,5,,0
0037201901125120,F,19590315, 63 ,20200513," 10,000,000 "," 5,068,193 ",0,,2,2,1,3,1,4,,0
0037201901118236,M,19750214, 47 ,20210409," 25,000,000 "," 10,721,592 ",0,,4,3,4,1,1,2,,0
0037202001049308,F,19920926, 30 ,20200713," 3,000,000 "," 24,969,274 ",0,,3,5,3,4,5,2,,0
0037201901403872,F,19980108, 24 ,20190203," 40,000,000 "," 17,430,516 ",0,,3,3,2,5,3,5,,0
0037202001305104,M,19760206, 46 ,20200821," 20,000,000 "," 5,176,807 ",0,,4,5,4,2,1,2,,0
0037201901296745,F,19720609, 50 ,20190921," 30,000,000 "," 2,841,828 ",0,,4,1,3,4,5,2,,0
0037202001140992,M,19710226, 51 ,20190201," 25,000,000 "," 13,181,390 ",0,,4,2,4,2,4,1,,0
0037201901103467,M,19831225, 39 ,20190302," 40,000,000 "," 3,440,994 ",0,,2,4,2,5,1,3,,0
0037201901200045,M,19710325, 51 ,20210711," 50,000,000 "," 16,923,360 ",0,,4,4,4,1,1,4,,0
0037201901141818,F,19740408, 48 ,20210522," 50,000,000 "," 28,132,383 ",0,,3,3,5,1,2,4,,0
0037201901122609,M,19671116, 55 ,20210718," 10,000,000 "," 1,070,637 ",0,,4,3,4,1,5,5,,0
0037201901114722,F,19860418, 36 ,20210710," 50,000,000 "," 25,590,465 ",0,,1,2,3,4,5,4,,0
0037201901095995,F,19701224, 52 ,20210810," 1,500,000 "," 5,285,925 ",0,,3,1,4,1,5,3,,0
0037201901143352,M,19820613, 40 ,20190220," 20,000,000 "," 25,349,763 ",0,,3,5,2,5,2,1,,0
0037201901484826,F,19770317, 45 ,20190626," 20,000,000 "," 14,464,311 ",0,,2,1,5,2,2,2,,0
0037201901149970,M,19700126, 52 ,20190427," 5,000,000 "," 4,191,019 ",0,,5,1,1,3,5,4,,0
